EpisodeLength,Reward,step,model_number,RunID,Env,Selection,Crossover,LR
200,-1123.3911446144625,1,22,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1103.240562676971,1,23,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1268.36908333938,1,24,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1390.5451731943226,1,25,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1075.8362795384867,1,26,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1324.6184395996238,1,27,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1330.7232603023551,1,28,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1349.8765672160664,1,29,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1391.7158784261665,1,30,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1640.241914898237,1,31,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1239.9156161079948,1,32,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1201.5617365544526,1,33,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1257.3231314889872,1,34,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1205.3689029170696,1,35,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1185.6793469273969,1,36,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1196.1136944063414,1,37,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1475.0051793700463,1,38,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1738.8100595552935,1,39,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1665.7849019139273,1,40,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1104.1264700011736,1,41,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1031.5451685809142,1,42,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1312.2588366044158,1,43,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1059.6861015886138,1,44,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1263.0858163544804,1,45,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1297.076005284084,1,46,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1055.4682477968731,1,47,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1180.2540907759728,1,48,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1269.0734435823545,1,49,15,Pendulum-v1,RoulettePolicy,MeanPolicy,DecayingLR
200,-1076.4108044742268,0,0,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-941.4913576283479,0,1,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1865.3064409876936,0,2,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-924.1466519490225,0,3,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1528.0784998306474,0,4,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1274.3076497786917,0,5,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1017.3681283689123,0,6,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1298.1002881200693,0,7,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1739.6732405001428,0,8,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1287.4638644671056,0,9,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1591.2081321967798,0,10,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1547.1772720151596,0,11,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1603.6020046095707,0,12,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1425.8106230312255,0,13,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1742.1007481392485,0,14,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1340.598617024272,0,15,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1210.3920899821023,0,16,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1204.5455550177828,0,17,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-970.5115954757931,0,18,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1243.6175818967477,0,19,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1629.307044087702,0,20,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1015.7874967686033,0,21,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1447.5394527720196,0,22,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1463.9107644348721,0,23,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1205.2853013153842,0,24,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1722.6743704804126,0,25,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1257.3113940378903,0,26,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1357.0120785757067,0,27,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1424.3865653618434,0,28,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1381.3069016805762,0,29,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1398.2908587816135,0,30,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1806.1049745499192,0,31,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1586.8304773966665,0,32,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1555.1504863708299,0,33,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1572.1494028092318,0,34,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1261.9583048611244,0,35,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1668.7148425999992,0,36,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1216.1107379298323,0,37,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1526.4340884818885,0,38,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1796.581100334756,0,39,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1517.808478549893,0,40,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1255.3358485228966,0,41,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1890.6967328517874,0,42,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1395.500133236047,0,43,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1595.3354643907087,0,44,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1241.430317286225,0,45,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-839.057225440301,0,46,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1524.3967342867404,0,47,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1447.0381015650112,0,48,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1532.752223670597,0,49,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-862.2679563702251,1,0,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1075.642938944953,1,1,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1616.2002986790803,1,2,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1275.1057941880952,1,3,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1663.3950008401443,1,4,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1190.8132997528085,1,5,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1298.3913660025103,1,6,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1838.3903917634132,1,7,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1631.9388123004796,1,8,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1702.4846138067694,1,9,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-978.3188720575944,1,10,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1585.2215174009489,1,11,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1801.5092531474265,1,12,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1248.5770244572464,1,13,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1653.6641164253815,1,14,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1454.6163160646097,1,15,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1692.2932735022946,1,16,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1085.8004993070967,1,17,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1639.1621444849704,1,18,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-969.4080449306281,1,19,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1556.5362821908539,1,20,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1393.4722938456089,1,21,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1523.0096587585208,1,22,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1522.3834712525497,1,23,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1464.9910412475995,1,24,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1494.8191187288462,1,25,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1657.9908512432316,1,26,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1275.2681132334421,1,27,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1289.406765709793,1,28,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1060.9245615841585,1,29,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1455.0285195776514,1,30,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1356.9055707464634,1,31,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1346.1181058425836,1,32,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1168.533588248352,1,33,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1367.9067794467069,1,34,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1285.5063775394688,1,35,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1354.2459737489205,1,36,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1681.1102113253548,1,37,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1506.942879443607,1,38,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1329.1786905505837,1,39,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1871.99998920783,1,40,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1854.226603222459,1,41,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1721.9280851661458,1,42,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-966.6554976259224,1,43,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1337.54336140591,1,44,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1282.4134819502738,1,45,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1287.114042206539,1,46,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1506.8358167451051,1,47,14,Pendulum-v1,RoulettePolicy,JigglePolicy,DecayingLR
200,-1357.4673428830654,0,0,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1711.4402038729334,0,1,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1223.903749507323,0,2,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1636.6923538262854,0,3,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1762.2052242404964,0,4,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1255.1282196099028,0,5,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1362.5592931110727,0,6,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1530.3797460629098,0,7,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1794.5204215652825,0,8,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1207.9008169593055,0,9,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-996.6747159723323,0,10,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1350.5339021140517,0,11,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1253.6079408768653,0,12,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1072.6370445306873,0,13,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1866.398637870756,0,14,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1223.7112890454089,0,15,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1359.8985062360339,0,16,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1067.590732744753,0,17,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1385.018648058993,0,18,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1831.3740467731463,0,19,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1132.6784135164248,0,20,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1367.555248599981,0,21,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1059.030309202792,0,22,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1242.5110143346924,0,23,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1064.3975792742453,0,24,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1437.2665888027345,0,25,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1299.2125481900637,0,26,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1415.1930324991893,0,27,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1249.022429157751,0,28,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1066.933143666386,0,29,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1060.1667352930658,0,30,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1347.820053140186,0,31,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1502.5831637661113,0,32,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1523.9756182291926,0,33,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-979.7966701976962,0,34,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1309.0871959271751,0,35,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1140.5395633346411,0,36,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1619.1241517156323,0,37,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1496.1425417231928,0,38,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1466.3257143008475,0,39,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1608.716620043,0,40,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1596.8773428691284,0,41,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1744.1567848773313,0,42,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1293.428814999444,0,43,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1592.0862077830907,0,44,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1731.6396923695356,0,45,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1207.2436055451294,0,46,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1325.8598820440066,0,47,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1114.6937595871657,0,48,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1575.67942571732,0,49,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-907.2893193870526,1,0,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1060.0225672105553,1,1,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1275.7526725724633,1,2,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1359.2890585313828,1,3,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1376.9592565556097,1,4,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1071.1463128789933,1,5,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1433.5682023961645,1,6,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1753.3015651890962,1,7,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1163.0322001241698,1,8,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1474.4532978621526,1,9,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1496.6597446462397,1,10,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1713.5861419269493,1,11,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-967.5431365135867,1,12,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1445.0079063233788,1,13,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1109.6229373214985,1,14,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1091.5362665056223,1,15,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1267.9296003595218,1,16,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1312.4609745983164,1,17,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-961.7833728092352,1,18,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1161.9664056936579,1,19,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1331.3591444299727,1,20,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-963.6280150908979,1,21,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1412.2530455975739,1,22,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1200.5538131941976,1,23,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1794.973462497034,1,24,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1020.5744883750942,1,25,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1175.0902970718037,1,26,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1418.3643543609408,1,27,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1300.841676955635,1,28,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1875.7151717479994,1,29,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1431.8018290216808,1,30,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1699.7301588395546,1,31,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1323.1855506095221,1,32,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1907.8459292804237,1,33,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1074.6760054344586,1,34,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1569.604093627234,1,35,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1364.1929013983467,1,36,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1776.2469984720212,1,37,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1352.2276139940998,1,38,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-969.52861503841,1,39,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1165.719380979145,1,40,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1835.8736046602487,1,41,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1421.202788009546,1,42,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1650.5083566044807,1,43,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1406.5215263680218,1,44,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1159.1880418861772,1,45,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1434.3472271523588,1,46,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-891.3719329950798,1,47,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-943.4242370088268,1,48,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1024.6205773061636,1,49,13,Pendulum-v1,TopPctPolicy,MeanPolicy,DecayingLR
200,-1550.80937134135,0,0,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1328.7620865533677,0,1,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1670.719572070404,0,2,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1417.1324276684177,0,3,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-902.9873157078457,0,4,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1531.2227878490162,0,5,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1564.1097940920743,0,6,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1579.821447733306,0,7,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1637.8118249965053,0,8,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1419.6966450354878,0,9,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1024.835181476087,0,10,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1577.8296463638576,0,11,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1772.6496368671176,0,12,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1676.2983266439237,0,13,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1466.6228310216677,0,14,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1564.4425897920144,0,15,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1594.9074224118788,0,16,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1118.613828753347,0,17,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1310.960472936621,0,18,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1191.5384812683665,0,19,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1379.837764046606,0,20,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1720.2847371976243,0,21,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1799.5483510432366,0,22,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1441.9150272694967,0,23,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1365.004377950215,0,24,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1388.2501886019502,0,25,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1369.326860054465,0,26,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1526.6973527440837,0,27,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1534.7275278341037,0,28,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1844.424478265896,0,29,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1383.0983968866792,0,30,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1589.2507493910498,0,31,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1211.4784848410334,0,32,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1359.5104206803226,0,33,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1858.3642397530393,0,34,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1176.1208624050971,0,35,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1172.1764868339,0,36,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-980.0171539071165,0,37,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1296.3078684195546,0,38,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1656.009529414848,0,39,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1798.0780879445426,0,40,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1393.4449376362022,0,41,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1078.5108626232309,0,42,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1903.7810055097225,0,43,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1315.3369603211997,0,44,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1519.853911463404,0,45,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1431.342634457219,0,46,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1755.034378652808,0,47,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
200,-1142.8494903328467,0,48,12,Pendulum-v1,TopPctPolicy,JigglePolicy,DecayingLR
